tweet_id,text,task1
1126929633641947137,RT @MollyJongFast: Oh you’ve got to be Fucking kidding me. https://t.co/boHUY1f9DA,HOF
1123744097527894017,"Which Dog From The Golden Ratio Are You?
I got: Maggie aka Schmieg
@TheGoldenRatio4
 https://t.co/SZGxhBbBBG",NOT
1130337358862176256,"I’m all for that mumbling shit, it gets me going ⚠️",HOF
1123659116709326850,RT @NikitaDragun: i need to stop cussing so much fuck,HOF
1123523502307467264,"RT @davidhogg111: I’m so sick of being sick and tired.

The only thing stopping us from saving 40,000 lives annually isn't people caring ab…",NOT
1127007194749206529,Convinced the bf to get this for me. Now I need the B&amp;N edition to go along with this &amp; the ARC 😍 @das_books… https://t.co/MnT5odJPXp,NOT
1126833017865945090,"There is no way to determine whether houses can ever truly die. For all we know, houses have two states: Awake, and asleep.",NOT
1126917189158756358,Might fuck around and have to pay me in blood.,HOF
1123809537050533888,RT @BangtanSeaDayak: Be the face of BTS which means dont be rude under other artists' tweets or any post that mentioned BTS with them. U gu…,NOT
1130326181021138944,@anarchoswift When she said the bit about liberating winterfell oh no I was gonna fight- this bitch better not come for Sansa,NOT
1129998027102478336,RT @summereatsdirt: @whorganicmayo FUCK THAT BITCH,HOF
1123733217507532801,"The Senate President, Bukola Saraki, Deputy Senate President, Ike Ekweremadu have hailed Nigerian workers for playi… https://t.co/Z4FKBmZzbI",HOF
1126769088288546818,"RT @Kongie223: Fanart kong replied on tgd (2)

🌟: if maybe you're tired, (i) left this (here) to use, kong nim
🐰: it's cool!!!

((this is s…",NOT
1123663638189858816,Getting out the house now !,NOT
1126829041678467072,@PuddingxKnight thank you holy fuck,HOF
1123590514677252096,Aye bitch you better start chargin dese niggas sum bread.. got all dem niggas on yo close story,HOF
1123622450124742656,"RT @Arya_No1: Arya Stark will not be the poster girl for this misogynistic trash.
Skills, jobs &amp; hobbies that are traditionally framed as f…",HOF
1126957811001200640,RT @salice_roseee: I’m an asshole sometimes but man my heart is big,HOF
1127036588418953216,RT @HeSoWholesome: “Wyd?” Bitch why,HOF
1127060093311246338,@LarryGrant95 You’re an idiot. No wonder you haven’t proven anything in the NFL. Wish my Niners never signed your lazy ass,HOF
1126831390488551424,I asked mum for a lift to the station in the morning and she basically told me to fuck off and HAHAHA https://t.co/1SDyfmpYy8,NOT
1123673335429238784,i dont think the question is who bts wanna collab with. its more like who wants to collab with bts uhhh like get in… https://t.co/vYTAnV7XJt,NOT
1126857525171773440,RT @beygency: She fucking checked her nails https://t.co/JkTzAGh6JQ,HOF
1130157788120797184,@hopelogist WHERE CAN I GET IT,NOT
1126777657239134210,"RT @vmkism: me speeding: we’re approximately  20 minutes late to this DAMN award show. 
jungkook: AY WAIT THERES A BURGER KING TO UR LEFT.…",HOF
1126895546566881282,Like Why Don’t Y’all Go To The AUC Then🙃,NOT
1130219159164522496,@hay1343 You’re not lying 🥴,NOT
1126841087711240197,RT @WyKodie: @USBPChief @RMConservative @realDonaldTrump and that idiot @DHSgov is doing worse than Nielsen and still you refuse to #hireko…,HOF
1127025158919741440,RT @Somecallmejon: Internet’s still down. Mobile hotspot shaky as fuck. Life at standstill. @fbfishslap challenged me to draw Knuckles for…,HOF
1123504854414979072,"RT @BOBBYPITS: judging from their outfits, this was during their SXSW Festival performance 😂 binhwan being their weird ass selves in the wa…",HOF
1126885333419929601,"RT @yaindmachine: dad: *praying*
me:
dad: ALHAMDULILAH E RABIL ALAMEEN
me, concerned: ??????
dad: ARAHMAN ERAHEEM
me: ??????? what
dad: MAL…",NOT
1123637700622462977,@RacerX393 Not stupid!,NOT
1126855843268395009,"He's been in the U-20 #USMNT's shoes. And he knows a little bit about 🇵🇱 too. Tell 'em, @MattMiazga3! 🗣 https://t.co/ESUNXKUi7Z",NOT
1123752578393751553,Nigga said I need to come out to thug lovin’ 😭😭😭,HOF
1130119825462824960,"I go crazy, you turn it onnn,
then you're gone",NOT
1126787329329455104,@Aries_St_Oskar I was cold bruh .. my chesting game sick .. that's why today my chest game sick 🙏,NOT
1123751810840309760,"Honestly I suck at texting &amp; barely read Dms , people need to catch me in person . 🤷🏽‍♀️",HOF
1126859362285293568,@StixilFox Eventually your phone realizes you're a lost cause and just leaves you to your grammatically horrifying furry shit,HOF
1126744329291124737,"If you're at SickKids today, stop by the Garden Terrace between 11 a.m. and 2 p.m. for the Children’s Mental Health… https://t.co/mzkqoToJjG",NOT
1126800868513394688,"Started my day shit, literally cleaning up kids poo greaaat way to start the day. #mumlife",HOF
1126888084866510848,RT @justdarell: i really be tryna take 2-3 minute naps in the morning. My alarm will go off at 8:35 and I’m like “shit I’ll get up at 8:38”,NOT
1130131410163888134,"“I’m this old” 
OK WE FUCKING GET IT. YALL OLD AS FUCK.",HOF
1123735427884756996,RT @ksoobyuns: idc i’m tired of people acting like america is some kind of holy place and it should be all artists/groups’ biggest goal in…,NOT
1123803144952143872,I mean I hate Taylor Swift too but I’m not about to say she’s copying Beyoncé! I will say Beyoncé did it better tho… https://t.co/45zXDFosTA,NOT
1123657216702189568,"RT @Bams_Jnr: Barcelona 2

Liverpool 0

Messi scored two goals and in the 65th minute he ""boateng-ed"" Van Dijk.

So if you gamble, go and s…",NOT
1126996507662663685,RT @CarlTheGrandpa: yea your ass is fat but how thicc is your love for the planet,HOF
1126869596403687424,RT @kkunta__: when you're sleeping and your alarm didn't ring yet but the amount of sleep you're getting is suspicious https://t.co/DeCTv6v…,NOT
1126955361510891525,"RT @cadensmommy__: Don’t know what this says but, RE FUCKING TWEET🥴 https://t.co/M0Sa576nmq",HOF
1123588300109860864,THIS SCENE LITERALLY MADE ME SCREAMED IN THE THEATRE ANDDD FCK THIS IS THE MOST SATISFYING SHIT I'VE EVER SEEN,HOF
1126869541882073088,"This goes for anyone. But if you're a Mother, you really need to make sure you're putting yourself at the top of th… https://t.co/bwqO8GOZFX",NOT
1123705707071668225,"Cristiano Ronaldo in club football: 

🐐 Games: 801
⚽ Goals: 600
🎯 Assists 199

Lionel Messi in club football:

🐐 Ga… https://t.co/fK41My3Tt6",NOT
1126823400314421249,"RT @MBal_: Better to get shit done on your own, can’t rely on anyone",HOF
1126795696953229312,RT @bread_maker7: Bitch was that 2pac https://t.co/sAeLkxabJ8,HOF
1123697112930246662,"RT @EireannK1: Incase you’ve been living under a rock and didn’t know, we have 11 years until the damage we’ve caused to our planet earth i…",NOT
1126860377298493440,"RT @AnthemRespect: @realDonaldTrump @MariaBartiromo No one ever built a great country &amp; economy by being weak.

No country or economy can r…",NOT
1126840102053928960,I got the time wrong im fucking stupid,HOF
1130160870934425600,"RT @SpookyGothLoser: girls are suckers for simple shit

 all u gotta do is give her flowers 

and she gonna probably start crying 

LMFAOOO…",HOF
1130145612077256705,You never know the truth until it slaps you in the face,NOT
1130038380484448256,My brother really need to stop showing his ass around on Instagram,HOF
1126735886161289216,RT @cieannaheavenly: I have very few good ass friends couldn’t ask for more ❤️🥰  all I need,HOF
1130056390825975808,RT @bangtanblooms: THEYRE TWERKING THEYRE TWERKING THEYRE TWERKING THEYRE TWERKING THEYRE TWERKING THEYRE TWERKING THEYRE TWERKING THEYRE T…,NOT
1130113756334157824,RT @TarekFatah: The hypocrisy of @RanaAyyub exposed by @EffucktiveHumor. Praising the Pope and demeaning the PM reflects her Islamist doubl…,HOF
1123559325853732864,"RT @liIsad: fuck nudes, send me songs you think i'd like",HOF
1130218974615097344,i need a bts concert to suck my sadness away,HOF
1130108689619279873,RT @Serenitys_Daddy: I be cool but I’ll fuck anybody up over my Momma!,HOF
1123611335202308097,"RT @jiminhopeworld: OK I'LL POST MORE INFO SOON BUT I'LL BE GIVING AWAY A FREE JIMIN BOOKMARK! idk why im talking in caps loool

a thank yo…",NOT
1123812103964561409,apparently jon snow ate my ass,HOF
1123623632901591040,If you think I’m spending $300 on a Jonas Brother concert ticket then you are absolutely fucking right,HOF
1130165862177083392,"RT @Kekestrella: Idk why you’re cappin acting like you don’t be having unprotected sex with my brother. If you’re against abortions, don’t…",NOT
1123625012831899648,Fuck nut😂😂,HOF
1130143032572043264,"RT @bethanievera: Abortion?
BAN IT!
Birth control?
BAN IT!
Sex Ed? 
BAN IT!
Guns? 
Ok look banning things never works. People will always f…",HOF
1123760719567228930,RT @GGYounggBoy: I rather be single then stupid for a mf 💯,HOF
1126803393492803585,realDonaldTrump STFU',NOT
1123545052628733954,@RealJack President Trump is a prick!!! My car broke down this morning and I knew straight away he was to blame....,HOF
1123689785472815107,HOW CAN YOU BE SO FUCKING GOOD,HOF
1126849706989162496,"@realDonaldTrump And if they decide to use other markets than US?
EU for instance? Either way, you are fucking your… https://t.co/bFiCNG98Xn",HOF
1130235093329600513,I’m dead ass goin to see this Aladdin Remake when it come out...,HOF
1123761495509295106,RT @ggukreum: GET THE DAMN GETTY IMAGES WATERMARK OFF FOR ME PLEASE https://t.co/Y6iuVt9enp,HOF
1123651093026754561,"RT @IWriteAllDay_: Well, we’re laughing because folx firstly don’t even see fat people as human or worthy of empathy (tbh, debate your moth…",HOF
1130299891132096512,GoT finale... I’m fine with it... a bit underwhelmed. However the highlight was 100% Jon finally giving Ghost his p… https://t.co/kuHWL0jXfj,NOT
1127070063146586112,I forgot my debit card at home and the women at the drive thru at popeye's said come back hun. What a saint! We need more people like that!,NOT
1123767145228320768,From now on I will be referring to my own behind as America’s Ass and am going to start working out simply to live… https://t.co/F3SMK3SHb1,HOF
1130248452200443904,RT @eliesaaab: Daenerys said Valyrian is my mother tongue.. you dumb bitch! (season 3) https://t.co/8tFinUfh6c,HOF
1123801504958304259,@heyhietpas Yes! “Little Big Man” - I haven’t heard that one in years. The one I REALLY want but I’ve never been ab… https://t.co/W12UAAE5iI,NOT
1130265149716221953,RT @e_johnsonjr: @DeepStateExpose @realDonaldTrump @FoxNews We need to put Obama behind bars!,NOT
1123646256981708800,@timisola_b @_OlaToyosi_ Timi you’re blocked as well,HOF
1130304823662915584,"RT @courtgav7: Fucking rushed and stupid.  Compare yourself to the sopranos all you want, that ending wasn’t strategic it was lazy  @hbo @G…",HOF
1130090662471319552,RT @eilidh_blair: What the FUCK !!!! Plz tell me these r a joke ?!?? https://t.co/2cENRIxkti,HOF
1130290055514337280,This is why you’re jobless,NOT
1130015290857807873,is that a vacuum cleaner with a mouth https://t.co/ZvUrFQqqrQ,NOT
1126855377721675776,"@thepplsxchoice_ ""Damn da blunt gone"" or  ""Can i smoke wit ya"" 😭😭😭😭😭",HOF
1126872687597563906,@realDonaldTrump TELL ALL YOUR LOYAL KOOL-AID DRINKING MAGA CROWD NEXT TIME JUST WHERE ALL YOUR OR THE TRUMPS JUNK… https://t.co/QI33jQCKAf,NOT
1127025054057992194,@LemzHussle War criminal. You make me sick,HOF
1130315489773854721,@teemonstaaaa 😂😂you know where I’m at 👊🏽,NOT
1126938814998568960,@Holy_TEurope is it a seated show or a standing show? (DXP’19) because I need to know if I should wear heels or not hehe,NOT
1123708265571979269,fuuuuuuuckkk offf y'all gave me shit 😭😭😭💉💉💉,HOF
1123815673329848320,RT @greciaa650: i hate overthinking certain shit 🥴,HOF
1130261932710043648,RT @AnodyneParadigm: Clive Palmer contracted a labour hire company to recruit and pay people to hand out his ‘how to vote’ cards at polling…,NOT
1123615638558248961,If you go there you’re just as bad as they are if you’re purchasing their products UR just as bad as they are so do… https://t.co/rkrdRZF03o,NOT
1130196686096277505,go go go go!!!!!!!!!!!!!!!!!!!! https://t.co/AUrgllbgjq,NOT
1123599666669674496,@JayHitEmUp____ FSU is the place to be....Don’t rush the decision just know you’ll have a great opportunity under C… https://t.co/06aBpbqyVg,NOT
1126933874100133891,RT @SHOWtibzLOVE: Really don’t think we need more malls https://t.co/vedGm8gmGk,NOT
1123801991497564165,Yoo what’s his damn problem 😩😭😭😂,HOF
1126827326178775044,"RT @TirzahMJ: Where’s your favorite place to travel to? 

I need ideas for my master list. 

(Only post if you’ve actually been)",NOT
1130198539965992960,Two drinks and I’m tipsy 🐾 https://t.co/Y5c0UzdFjt,NOT
1126806727960289280,@sammy_rufared I just looked them up. My goodness you're right.  They're a bit Pterodactyl-ish 😱,NOT
1123588769855221760,"RT @AnassRhallab: “ We’re not a big house, but we are a proud one.”
Lyanna Mormont💙. 
 #GameOfThrones https://t.co/Lwxlqo3mYA",NOT
1126904497203294211,"@TheDailyShow What you are doing is stupid, and comparing Julius to Trump. Really 🙄",HOF
1130201761225039872,3 people followed me // automatically checked by https://t.co/pg102KYqqA,NOT
1127050953922760704,@LowVav @twt_VAV WERE DID YOU GET THAT BRACELET FROM T.T I WANT ONE 😭,NOT
1126970012231716865,"RT @RICOVTHEG: Plot twist: You can still contract STD’s from using condoms or just oral.

Get checked, people. Routinely. https://t.co/cbtZ…",HOF
1126859198715846662,"RT @CarmineZozzora: Donald Trump is guilty of so many crimes that he’s been president of the United States for 839 days, has all but erased…",NOT
1130097251752259584,RT @barstoolsports: IT’S HAPPENING. @stoolpresidente &amp; @jontaffer SHUT IT THE FUCK DOWN https://t.co/tp7URjL5yo,HOF
1126859299379191808,My problem is i think everything funny and make everything a joke 😭😭,NOT
1123667132028526594,"RT @90sym: remember when yoongi took off his coat so jimin can scratch his back in the middle of a grocery store,,, IM ACTUALLY SICK https:…",NOT
1126954195515392000,"@OHJD_ Oh, you’re welcome. Not everyone is blessed to have me in their life... LMFAO I’m kidding. I’m just being me man",HOF
1126914571917242368,RT @SamLazim: Seem to be planning a lot for someone who’s skint,NOT
1130024438601322496,@pocketcheol I got one out but the other ones can't be taken out since they're close to my nerves😭😭😭,NOT
1123724124264771585,Idc what a bitch gotta say cause all she gona do is talk shit online &amp; not beat my ass 🤷🏽‍♀️,HOF
1126932406085267456,@CurseOfOak @ScottyMaru he’s got sick flow,NOT
1123737042700177412,ok what the fuck u said it urself that u dont know who i am and never taught me before and now ure telling me i lac… https://t.co/T75WvPrcuL,HOF
1123590577587507205,RT @dwright75: Liverpool quote (after sick Chelsea fans sung about Mo Salah: This behaviour needs to be called out for what it is - unadult…,NOT
1123697486214959104,RT @CityBoiCoop: Bruh. What. The. Fuck. https://t.co/62hlmbcg5v,HOF
1123659833956110338,RT @peterboykin: I really appreciate the daily bullshit news articles that tell me how much I should hate @realDonaldTrump you forget the t…,HOF
1126769763554693125,"RT @ifntvisual_: Q. where do you spend so much money on?

MS: i spend too much on food. i don't spend much money on shopping since i work i…",NOT
1126914152495288320,I should edit photos but I have a show tonight and blah blah stressed band member shit blah,HOF
1130208023291551745,@Bloops_ BITCH REST,HOF
1130161927894765568,RT @onlyhessascott: If hero and jo don’t date after filming those hot ass scenes I’m coming for their necks,HOF
1126891494873403393,"RT @Paramedic1965: @2tweetaboutit @Jetstepper @vincecable you got a protest vote &amp; I think you’re getting slightly carried away 😂

It is il…",NOT
1126821194114560001,"WHAT

but they're the cutest :((",NOT
1127059166344941568,"RT @omnipotentlexy: “Birth control pills, IUD’s and other methods of birth control like that – the bill states that any birth control that…",NOT
1126763488871714816,RT @TarekFatah: Pakistani Mulla gets beaten up by women after he was caught doing a bit of 'hanky-panky' while teaching Quran to little gir…,NOT
1126965918586720256,@wvjoe911 @politicususa Self proclamation as our favorite? #DumbassDonny needs to get his head out of his rectum,HOF
1123682780976746496,@kevinandbean I think an English muffin was intended to be a toast muffin. Yet it didn't quite work out that way be… https://t.co/iZjmqOZqr7,NOT
1127046621185888256,"Ah shit, here we go again",HOF
1130012111550070784,"RT @etaerealkookie: 🐯: whose room is this?
🐰: my room
🐹: its big right?
🐯: ah. why?
🐹: w-why?? 
🐯: its the same as mine
🐹🐥: the same?!!
🐹:…",NOT
1126811274581508096,RT @BigButtNThighs: Trade had me creamy as fuck! I love a hood nigga that knows how to beat it up. 🍑🍆 https://t.co/cfXaF8X1SX,HOF
1123537817475350528,@KoosdlRey Steve.... fuck them!,HOF
1126810888709726209,@realDonaldTrump And thank God you're standing up. People r going2 have to accept a little pain. But when we come o… https://t.co/g8Fot9TOrd,NOT
1123689852590010368,RT @atrupar: .@SenKamalaHarris: Has the president or anyone at the White House ever asked or suggested you open an investigation into anyon…,NOT
1126876600899973121,RT @shaynaaconnell: bruh i hate caring for someone more than they care for me and i cant even help but to keep caring like. what the fuck i…,HOF
1127059820668948480,@ShayBrenno I totally agree!! Like always went out of her way to help him make it big and he goes and does this rotten shit.,HOF
1126937485408337922,Who gives a fuck what that cunt thinks?,HOF
1123773336033665031,I THINK WE ALL ARE GONNA DIE AFTER SOME MINS,NOT
1123707267340296194,@TheEllenShow @HansZimmer So great of you Ellen to give a such talented guy a leg up and help him live his dreams. https://t.co/QGHeQzVHe5,NOT
1130310167181045761,I want ya to ACKNOWLEDGE AND APOLOGIZE TO ME.,NOT
1123756466517807105,I hope all your friends see this and realize fuck this nigga ain't joking,HOF
1130215170393952260,@wolfrad_hentai That’s a lotta ass 👀,HOF
1126856426293551104,"RT @repdluxe: i’m:

⚪️ straight

⚪️ gay

⚪️ bisexual

🔘 having a mental breakdown over taylor swift’s easter eggs that we probably will nev…",NOT
1126754945108078592,"RT @momotozakis: She's pretty. She's cute. 

She's pretty damn cute. https://t.co/rXQReF7xnf",NOT
1126825224849248261,@lizncube Remember the radio show with Jill Darke (I think that was the name) and the signs of the Zodiac I think that’s what it was called.,NOT
1127053621500076032,Looney I’m sorry! You ain’t trash no more big dog. 🖐🏾 #warriors,NOT
1123699889546956802,"@Notamuggle11 @avengerlars Wales, Like 1 hour away from Swansea.",NOT
1130199181711347712,yangyang probably convinces xiaojun to do the stupidest shit w him  im curious what tho,HOF
1123751609526308865,RT @DlfferentVibe: There’s honestly nothing more dangerous than a person who healed themselves with the help of no one. There’s no mf out t…,HOF
1123814628948049923,"RT @HomeWorldof: .@JustinTrudeau is a liar, he said liberals don’t hold private fundraisers inside the private homes of billionaires:

http…",HOF
1127076493031497728,RT @kingsjaehwan: wow just 2 years ago jaehwan was in the same position as them as the independent trainee in produce 101. but now he's an…,NOT
1123683196242157570,"RT @atetizaya: So I’m doing a research paper in English about mental health and school,, that being said:
RT if your mental health has made…",NOT
1126822569850560512,"RT @shalabh77302166: Rahul gandhi behind my right shoulder, I saw him landing on board INS Vikrant in 1986 from Sae King along with his fat…",NOT
1126848473880498178,You will never catch me at Lake Lanier. I been did my research years ago on that.,NOT
1130202667182108672,RT @dasjozef: finally some good fucking feat https://t.co/6zEwBjrKX9,HOF
1123689944881541120,"RT @DFBHarvard: Start with Antifa &amp; then Muslim Brotherhood.

Raise you hand, using the appropriate sign language, if you think Ilhan Omar…",NOT
1126819789035515904,@iSmuttyy Why not suck your own,HOF
1123707523209494530,@linklamont I dont like peaches. Can I be a mango instead? They're more expensive.,NOT
1123698664814280704,RT @babyhayhayyy: there’s a lady at my moms apartment complex who’s trying to walk her cat on a leash. when I tell yall I’m dying 😭😭💀 https…,NOT
1123632029923401728,@wonyoungakgae @soloistyujin bitch ure still awake oh wow,HOF
1123603974198665217,"বিসমিল্লাহির রাহমানির রাহিম 
NAME : Shree Mariya B Lawn 2 Pakistani Catalog Collection 
TOTAL DESIGN : 7 
WEIGHT :… https://t.co/JIUkGySJQC",NOT
1126874042340970496,"@CaramelSlade If a nigga switch up that to me is hoe shit, just do what right by your child. Even if you don't feel… https://t.co/lyyy2gFFHx",HOF
1123504766326398976,RT @JekoJekoUEM: Every fucking time https://t.co/feoayAMwHB,HOF
1127046084298076166,RT @OpTicMBoZe: Nah I’m about sick of not being able to fall asleep 🤬🤦🏻‍♂️,NOT
1126854719178035202,You’re sifting through the treasures and trash of your inner w... More for Virgo https://t.co/R44wkzOJ45,NOT
1126834532009877504,RT @premasridevi: So only a virgin is chaste? Rest of them are? Horrible comparison https://t.co/cI8ymrTP79,NOT
1123803866334679043,@LzWeGotOne I kno they talkn bad to dude and cus shoulda been sleep he drove off like shit was sweet lol,HOF
1123688569137246208,my grandma isnt asnwering any calls amd im still at rhis grisl house from 2:30. she better not be dead.,NOT
1126821357721776128,"@AxelDiamandis oh shit so this is ur twitter acc

Accidentally found it in Sonwooang’s tweets",HOF
1130186602997866496,Visited @Bluebelles_UK Portobello today with the little one. Always a bit anxious going into cafes with baby and pr… https://t.co/fcDcJkyCbG,NOT
1126793176163942401,RT @hannah_durcan: How useless do u feel when ur mates upset over a CUNT of a boy n knowing there’s fuck all u can do about it apart from w…,HOF
1123566816884920320,@Austin_Ray1 Why do I feel like I know who you’re talking about 😂😂😂,NOT
1126970096096690176,RT @dbirch214: Oh look another Moron!⤵ https://t.co/AzsTTIgUDV,HOF
1123480896554840064,@ARTeMis_CSGO tomatoes are the worst,NOT
1123774065809022978,RT @taywildin: ok but who the fuck drew eyebrows on him LMAOOOO https://t.co/IMJ9QL4S2h,HOF
1123776221714821120,"RT @LewdPlex: Don't worry, I'll post something way more lewd in a little bit 😉 https://t.co/MxlaQX2eXh",NOT
1123696303442153473,To move a FUCKING BOX FROM ONE ROOM TO THE ROOM NEXT TO IT ATT WILL CHARGE YOU $50 EVEN IF YOU DO ALL THE FUCKING WORK YOURSELF OMFGGGG,HOF
1130313103198097411,I don't even have a caption but FUCK https://t.co/bC7V2r1MP3,HOF
1123533740603367425,"RT @jalancarimakan_: my sister opens a nasi arab restaurant at age 19 since it's hard for her to further study due to her ""conditions"". But…",NOT
1130103908074962945,"RT @Saintsfan5348: @RepJimLower @realDonaldTrump As a native Michigander, you're behavior is DEPLORABLE (it's not a compliment). 

I'm glad…",HOF
1123589499680886786,@grild_cheez @realDonaldTrump @foxandfriends Terrorist? How is he a terrorist? What is his political motive? Clearl… https://t.co/ZDvG2zyUS5,NOT
1130250096363429890,"@TMZ The guy have guts to attack ""Terminator""",NOT
1123793619683545093,"RT @CFCJamie: 6) Pace and goal line Clearances
Rudiger is a very fast CB. In this case he uses his pace to quickly get to the goal line to…",NOT
1127024064210432000,2 people followed me // automatically checked by https://t.co/Bq1DwRUOj4,NOT
1130301929580650496,"Not getting any sleep tonight, will be time for me to catch my flight",NOT
1130168009644023808,I rather die❤️,NOT
1123699847603814406,@BreitbartNews Go live in Iran bitch,HOF
1123817560770850816,Tonight the long awaited give away winner is announced!!! We give away the stream chair to one lucky viewer!!!! I h… https://t.co/KLFnRuNvxb,NOT
1123587272488706048,God damn,HOF
1126853246990016512,RT @taehyunsvisuals: rt if you think huening kai and taehyun deserves the same amount of cheers as the rest of the group. https://t.co/WXmV…,NOT
1123742478539137030,#MEOnBBMAs WAS FUCKING ICONIC YES @taylorswift13 @brendonurie @PanicAtTheDisco !!!!!!,HOF
1126891591321493504,@Mativenko80 Not least fucking Farage and Anunziata...,HOF
1130165572740759553,"RT @ScottHech: May 2017, a SEAL medic was treating a wounded 15 y/o Islamic State fighter. “He’s mine,” Gallagher said. “Gallagher walked u…",NOT
1130291250870005761,@cinemasins Remember Monty Python and the Holy Grail? “You don’t vote for Kings.”,NOT
1123666330920673281,@itssCOOP_ @og_kiee @aaaanit_ @flyasjaay Go post that shit sis fuck them,HOF
1130122300135600128,Y did i think yatta was from the southside lmfaooooo what the fuck,HOF
1127075742238629889,"RT @uthman_waxcav: You're making mouth all over social media as if you're the Abraham Lincoln of the Fraud Society. 

EFCC came to give you…",NOT
1130083876095664128,RT @Erotik_Center: Mail Order Dominatrix Part 5 - Liza calls him “Mr. Smith” and tells him she…! &gt;&gt; https://t.co/kdgmNJ0THR &lt;&lt; https://t.co…,NOT
1130243595196407808,"@QuancyClayborne Rent out the house, use the money to fund your adventures! Go go go!!",NOT
1126790374373101568,@Fox_Claire Adonis- this is a joke! The biased Remain BBC usually has a panel 4:1 split in favour of remain. The be… https://t.co/yDTTR5FME3,NOT
1130121146697998338,2 Please think of the Sick &amp; poor who need the #NHS . Who has a private ambulance in an emergency ? #BrexitParty,NOT
1123629613974994949,"@ElspethEastman @looper I am so embarrassed now ahaha - it sounded just like you, I am sorry :( lol",NOT
1123808182307041280,@jcissakih She’s so done with my shit AHAHAHHAHAHAHA ITS OKAY THO,HOF
1130154675947343874,@iiTsAbrahim You’re welcome for the pic,NOT
1130264814188556288,"RT @BTSPublicity: 2019 MTV BRA Metrics 📊 — ""BEST FANDOM"" (Estimated Total Update)

1. @BTS_twt : 5.1M🔥
2. L: 4.6m
3. B: 89K
4. P: 21K

Cate…",NOT
1126897572407279617,"@Jim_Jordan How about “counter-Intelligence investigation”?  you should be fucking ashamed of yourself, Jim.  A traitor.",HOF
1123704553642299392,RT @nalu_for_you: After NaLu one of my favourite couple😍 ----------------------------------------------------------------------------------…,NOT
1126917566654369792,When the AirBnB has banging mirrors all round so you line up with your bestie to take bomb ass pics @ Royal Borough… https://t.co/hv0IRnZFpD,HOF
1123613117794201601,"RT @_ninextwentyyy3: I need rest, better thoughts, vibes, EVERYTHING!",NOT
1123663701121347586,"RT @DExol99: Scroll down
⠀

⠀⠀

⠀

⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀
Keep scrolling

⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀

⠀

⠀

⠀

⠀
now you’re obligated to rt and reply…",NOT
1130289627699531777,"Sit yo ass down, Edmure",HOF
1130082944947671041,"Marco got stabed by a unicorn

And he is just fucking flip that unicorn like nothing happen!",HOF
1123744131069677571,"@ashleyfeinberg @saeen90_ If yOu'Re aGainSt wEaLth InEQuaLiTy, wHy aRe YoU EaTiNg?",NOT
1123579856959066114,Never been this silent,NOT
1123594771891617792,@LavenderNRed @Nationals Wow what an idiot take from a complete idiot.,HOF
1127032528328466432,@giftedsole Damn bro. Knee or ankle?,NOT
1123522273384771585,"telling my mom about people i went to primary school with having babies and shes all 'aw thats lovely'

well why do… https://t.co/YHKpDlgvCp",NOT
1126959362877140999,@bfred Slimerre better get that thumbs up 😤,NOT
1123783888881500160,"RT @Delavegalaw: Agree entirely with @Mimirocah1 and appreciate her fine work here: ""We should expect and demand objectively, neutrality, h…",NOT
1123663495579308032,@tomiahonen He should go back to white face... https://t.co/FqiS8EOpyg,NOT
1123594444752740352,"RT @drewgash: So to be clear; It is not that devs in Africa can't kick ass, they're just trying to survive yo'. https://t.co/XIVFC40X9l",HOF
1130197734689054724,RT @TheKalenAllen: 16 years ago the words “you ready?” uttered from a 22 year old Beyoncé Gisselle Knowles’ mouth! Little did the world kno…,NOT
1130243771373723648,"RT @wtvrbriii: Jake Paul making an entire video complaining about Cody Ko, the most unproblematic youtuber ever who really just sits at hom…",NOT
1123577323612180480,"I was already 86 shades of ""Hell no"" over his dumb ass... but fucking hell, @PeteButtigieg

You're the 1st out LGBT… https://t.co/WzDDIsODnW",HOF
1127004992722886656,Y’all gotta stop coming for peoples pockets cause you got a couple dollars in yours. Especially people you never me… https://t.co/yDXZDRkqPW,NOT
1126868342294351872,"@AlertTrollbot Interesting 

Ok

Lol this is some whacked out shit smdh 🤦🏼‍♀️",HOF
1130267993470951424,soundcloud user: i know exactly what i want and who i want to be,NOT
1127053218809286658,RT @NuchBannister: The planet isn’t going to die. The rock that orbits the sun will be fine and the life left will continue on a new path o…,NOT
1130313010919034880,"RT @JapuntichKim: These people are sick. 

https://t.co/KZxYeoDifJ",NOT
1130126926444732419,RT @jiwooyeri: 15. WHERE THE FUCK AM I https://t.co/UUPsmLkKMy,HOF
1130317997938286592,RT @MATTOX215: When i was 11 I turned 13 cause Fuck 12 https://t.co/ELJOwz6RPg,HOF
1126823861687812096,"RT @Danda_Chocolate: OMG! I'm going to SS7SinJKT!!! Best advance birthday gift ever!!!! Thanks to my ever supportive hubby! 😍💙

#PremiosMTV…",NOT
1127085296867315713,"@VioletIrwin76 Humanity lasted this long, why should it be fucked now?",HOF
1123561695635488769,"RT @thedailybeast: ""That’s it, Democrats,"" writes @TheRickWilson. ""Put just one Trump minion in jail for contempt, and you’ll show that you…",HOF
1130184774268571648,RT @arreola_jared: i should’ve retweeted that shit when i saw it on my timeline...rt or you’re next https://t.co/4ewufdIyZI,HOF
